,Data Store,,,,,,,,
2020,Level 4,PP111,Preschool Education,Dollars (millions),H22,Closing stocks,Financial performance,1,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H23,Surplus before income tax,Financial performance,62,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H24,Total assets,Financial position,1706,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H25,Current assets,Financial position,491,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H26,Fixed tangible assets,Financial position,563,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H27,Additions to fixed assets,Financial position,50,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H28,Disposals of fixed assets,Financial position,15,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H29,Other assets,Financial position,652,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H30,Total equity and liabilities,Financial position,1706,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,770,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H32,Current liabilities,Financial position,496,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Dollars (millions),H33,Other liabilities,Financial position,439,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Percentage,H36,Current ratio,Financial ratios,99,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Percentage,H37,Quick ratio,Financial ratios,99,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 group P801
2020,Level 4,PP111,Preschool Education,Percentage,H41,Liabilities structure,Financial ratios,45,ANZSIC06 group P801
2020,Level 4,PP112,School Education,Dollars (millions),H01,Total income,Financial performance,837,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,48,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,676,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H07,Non-operating income,Financial performance,114,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H08,Total expenditure,Financial performance,683,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H09,Interest and donations,Financial performance,7,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H10,Indirect taxes,Financial performance,1,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H11,Depreciation,Financial performance,49,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H12,Salaries and wages paid,Financial performance,389,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,227,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H20,Non-operating expenses,Financial performance,10,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H21,Opening stocks,Financial performance,1,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H22,Closing stocks,Financial performance,1,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H23,Surplus before income tax,Financial performance,154,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H24,Total assets,Financial position,2851,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H25,Current assets,Financial position,179,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H26,Fixed tangible assets,Financial position,1682,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H27,Additions to fixed assets,Financial position,96,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H28,Disposals of fixed assets,Financial position,24,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H29,Other assets,Financial position,991,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H30,Total equity and liabilities,Financial position,2851,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2467,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H32,Current liabilities,Financial position,250,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Dollars (millions),H33,Other liabilities,Financial position,135,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Percentage,H36,Current ratio,Financial ratios,72,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Percentage,H37,Quick ratio,Financial ratios,71,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group P802
2020,Level 4,PP112,School Education,Percentage,H41,Liabilities structure,Financial ratios,87,ANZSIC06 group P802
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H01,Total income,Financial performance,810,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,23,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,784,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H07,Non-operating income,Financial performance,4,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H08,Total expenditure,Financial performance,736,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H09,Interest and donations,Financial performance,6,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H10,Indirect taxes,Financial performance,2,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H11,Depreciation,Financial performance,29,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H12,Salaries and wages paid,Financial performance,394,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,303,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H20,Non-operating expenses,Financial performance,2,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H23,Surplus before income tax,Financial performance,74,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H24,Total assets,Financial position,797,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H25,Current assets,Financial position,405,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H26,Fixed tangible assets,Financial position,217,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H27,Additions to fixed assets,Financial position,53,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H28,Disposals of fixed assets,Financial position,11,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H29,Other assets,Financial position,176,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H30,Total equity and liabilities,Financial position,797,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,433,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H32,Current liabilities,Financial position,230,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Dollars (millions),H33,Other liabilities,Financial position,134,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Percentage,H36,Current ratio,Financial ratios,176,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Percentage,H37,Quick ratio,Financial ratios,176,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Percentage,H39,Return on equity,Financial ratios,17,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 group P810
2020,Level 4,PP113,Tertiary Education,Percentage,H41,Liabilities structure,Financial ratios,54,ANZSIC06 group P810
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H01,Total income,Financial performance,1819,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,120,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,1669,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H07,Non-operating income,Financial performance,30,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H08,Total expenditure,Financial performance,1629,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H09,Interest and donations,Financial performance,20,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H10,Indirect taxes,Financial performance,6,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H11,Depreciation,Financial performance,54,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H12,Salaries and wages paid,Financial performance,671,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,860,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H20,Non-operating expenses,Financial performance,19,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H21,Opening stocks,Financial performance,6,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H22,Closing stocks,Financial performance,6,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H23,Surplus before income tax,Financial performance,191,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H24,Total assets,Financial position,1722,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H25,Current assets,Financial position,801,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H26,Fixed tangible assets,Financial position,612,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H27,Additions to fixed assets,Financial position,92,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H28,Disposals of fixed assets,Financial position,33,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H29,Other assets,Financial position,309,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H30,Total equity and liabilities,Financial position,1722,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,989,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H32,Current liabilities,Financial position,520,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Dollars (millions),H33,Other liabilities,Financial position,212,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Percentage,H36,Current ratio,Financial ratios,154,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Percentage,H37,Quick ratio,Financial ratios,153,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Percentage,H39,Return on equity,Financial ratios,19,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups P821 and P822
2020,Level 4,PP114,"Adult, Community and Other Education",Percentage,H41,Liabilities structure,Financial ratios,57,ANZSIC06 groups P821 and P822
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H01,Total income,Financial performance,20478,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,715,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,19577,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H07,Non-operating income,Financial performance,187,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H08,Total expenditure,Financial performance,18320,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H09,Interest and donations,Financial performance,187,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H10,Indirect taxes,Financial performance,76,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H11,Depreciation,Financial performance,520,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H12,Salaries and wages paid,Financial performance,8531,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H13,Redundancy and severance,Financial performance,2,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,8718,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H20,Non-operating expenses,Financial performance,287,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H21,Opening stocks,Financial performance,56,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H22,Closing stocks,Financial performance,63,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H23,Surplus before income tax,Financial performance,2165,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H24,Total assets,Financial position,25554,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H25,Current assets,Financial position,6340,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H26,Fixed tangible assets,Financial position,10446,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H27,Additions to fixed assets,Financial position,1015,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H28,Disposals of fixed assets,Financial position,391,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H29,Other assets,Financial position,8768,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H30,Total equity and liabilities,Financial position,25554,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,13069,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H32,Current liabilities,Financial position,5159,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Dollars (millions),H33,Other liabilities,Financial position,7326,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Percentage,H36,Current ratio,Financial ratios,123,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Percentage,H37,Quick ratio,Financial ratios,122,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Percentage,H39,Return on equity,Financial ratios,17,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 division Q
2020,Level 1,QQ,Health Care and Social Assistance,Percentage,H41,Liabilities structure,Financial ratios,51,ANZSIC06 division Q
2020,Level 4,QQ111,Hospitals,Dollars (millions),H01,Total income,Financial performance,1350,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,1317,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H08,Total expenditure,Financial performance,1282,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H09,Interest and donations,Financial performance,15,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H10,Indirect taxes,Financial performance,6,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H11,Depreciation,Financial performance,77,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H12,Salaries and wages paid,Financial performance,476,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,674,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H20,Non-operating expenses,Financial performance,33,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H21,Opening stocks,Financial performance,19,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H22,Closing stocks,Financial performance,25,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H23,Surplus before income tax,Financial performance,74,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H24,Total assets,Financial position,1729,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H25,Current assets,Financial position,335,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H26,Fixed tangible assets,Financial position,1036,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H27,Additions to fixed assets,Financial position,161,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H28,Disposals of fixed assets,Financial position,14,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H29,Other assets,Financial position,358,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H30,Total equity and liabilities,Financial position,1729,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1177,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H32,Current liabilities,Financial position,313,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Dollars (millions),H33,Other liabilities,Financial position,240,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Percentage,H36,Current ratio,Financial ratios,107,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Percentage,H37,Quick ratio,Financial ratios,99,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 group Q840
2020,Level 4,QQ111,Hospitals,Percentage,H41,Liabilities structure,Financial ratios,68,ANZSIC06 group Q840
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H01,Total income,Financial performance,12012,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,11678,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H08,Total expenditure,Financial performance,10360,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H09,Interest and donations,Financial performance,71,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H10,Indirect taxes,Financial performance,27,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H11,Depreciation,Financial performance,293,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,4506,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,5416,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H20,Non-operating expenses,Financial performance,46,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H21,Opening stocks,Financial performance,30,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H22,Closing stocks,Financial performance,31,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H23,Surplus before income tax,Financial performance,1652,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H24,Total assets,Financial position,7467,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H25,Current assets,Financial position,3073,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H26,Fixed tangible assets,Financial position,2139,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H27,Additions to fixed assets,Financial position,444,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,288,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H29,Other assets,Financial position,2255,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H30,Total equity and liabilities,Financial position,7467,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3845,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H32,Current liabilities,Financial position,2449,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Dollars (millions),H33,Other liabilities,Financial position,1173,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Percentage,H36,Current ratio,Financial ratios,125,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Percentage,H37,Quick ratio,Financial ratios,124,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Percentage,H39,Return on equity,Financial ratios,43,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Percentage,H40,Return on total assets,Financial ratios,22,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ112,Medical and Other Health Care Services,Percentage,H41,Liabilities structure,Financial ratios,51,"ANZSIC06 groups Q851, Q852, Q853, and Q859"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H01,Total income,Financial performance,7116,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,429,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H06,"Sales, government funding, grants and subsidies",Financial performance,6582,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H07,Non-operating income,Financial performance,106,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H08,Total expenditure,Financial performance,6678,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H09,Interest and donations,Financial performance,101,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H10,Indirect taxes,Financial performance,43,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H11,Depreciation,Financial performance,150,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H12,Salaries and wages paid,Financial performance,3548,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2629,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H20,Non-operating expenses,Financial performance,207,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H21,Opening stocks,Financial performance,7,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H22,Closing stocks,Financial performance,8,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H23,Surplus before income tax,Financial performance,439,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H24,Total assets,Financial position,16358,"ANZSIC06 groups Q860, Q871, and Q879"
2020,Level 4,QQ113,Residential Care Services and Social Assistance,Dollars (millions),H25,Current assets,Financial position,2932,"ANZSIC06 groups Q860, Q871, and Q879"
